subject activity measurement mean
8 1.WALKING 41.tgravityaccmeanx 0.913586347916667
8 3.WALKING_DOWNSTAIRS 41.tgravityaccmeanx 0.914023498421053
8 2.WALKING_UPSTAIRS 41.tgravityaccmeanx 0.860368718780488
11 5.STANDING 41.tgravityaccmeanx 0.956464535957447
11 4.SITTING 41.tgravityaccmeanx 0.871963798301887
11 6.LAYING 41.tgravityaccmeanx -0.134832031403509
11 1.WALKING 41.tgravityaccmeanx 0.946468451355932
11 3.WALKING_DOWNSTAIRS 41.tgravityaccmeanx 0.941746406521739
11 2.WALKING_UPSTAIRS 41.tgravityaccmeanx 0.892626155555556
14 5.STANDING 41.tgravityaccmeanx 0.875319569
14 4.SITTING 41.tgravityaccmeanx 0.939038759814815
14 6.LAYING 41.tgravityaccmeanx -0.145483631627451
14 1.WALKING 41.tgravityaccmeanx 0.802973961525424
14 3.WALKING_DOWNSTAIRS 41.tgravityaccmeanx 0.81629643
14 2.WALKING_UPSTAIRS 41.tgravityaccmeanx 0.688256122222222
15 5.STANDING 41.tgravityaccmeanx 0.965528899622642
15 4.SITTING 41.tgravityaccmeanx 0.89036426220339
15 6.LAYING 41.tgravityaccmeanx -0.1719930545
15 1.WALKING 41.tgravityaccmeanx 0.951524391481481
15 3.WALKING_DOWNSTAIRS 41.tgravityaccmeanx 0.932302200476191
15 2.WALKING_UPSTAIRS 41.tgravityaccmeanx 0.918544812291667
16 5.STANDING 41.tgravityaccmeanx 0.941587749358974
16 4.SITTING 41.tgravityaccmeanx 0.942457377971014
16 6.LAYING 41.tgravityaccmeanx -0.206783742242857
16 1.WALKING 41.tgravityaccmeanx 0.925981326078431
16 3.WALKING_DOWNSTAIRS 41.tgravityaccmeanx 0.917818427021277
16 2.WALKING_UPSTAIRS 41.tgravityaccmeanx 0.826874282745098
17 5.STANDING 41.tgravityaccmeanx 0.904678547435897
17 4.SITTING 41.tgravityaccmeanx 0.94488374765625
17 6.LAYING 41.tgravityaccmeanx -0.19913309
17 1.WALKING 41.tgravityaccmeanx 0.92811236852459
17 3.WALKING_DOWNSTAIRS 41.tgravityaccmeanx 0.928817578043478
17 2.WALKING_UPSTAIRS 41.tgravityaccmeanx 0.853530565833333
19 5.STANDING 41.tgravityaccmeanx 0.944045837534247
19 4.SITTING 41.tgravityaccmeanx 0.581371509041096
19 6.LAYING 41.tgravityaccmeanx -0.680043155060241
19 1.WALKING 41.tgravityaccmeanx 0.935222559230769
19 3.WALKING_DOWNSTAIRS 41.tgravityaccmeanx 0.881940855128205
19 2.WALKING_UPSTAIRS 41.tgravityaccmeanx 0.8294283725
21 5.STANDING 41.tgravityaccmeanx 0.881213341910112
21 4.SITTING 41.tgravityaccmeanx 0.940031368
21 6.LAYING 41.tgravityaccmeanx -0.174349174822222
21 1.WALKING 41.tgravityaccmeanx 0.862524800961538
21 3.WALKING_DOWNSTAIRS 41.tgravityaccmeanx 0.872683205555556
21 2.WALKING_UPSTAIRS 41.tgravityaccmeanx 0.781177210851064
22 5.STANDING 41.tgravityaccmeanx 0.954064297619048
22 4.SITTING 41.tgravityaccmeanx 0.839305928709677
22 6.LAYING 41.tgravityaccmeanx -0.418494577083333
22 1.WALKING 41.tgravityaccmeanx 0.936096410434783
22 3.WALKING_DOWNSTAIRS 41.tgravityaccmeanx 0.921820641944444
22 2.WALKING_UPSTAIRS 41.tgravityaccmeanx 0.889454382857143
23 5.STANDING 41.tgravityaccmeanx 0.919857125882353
23 4.SITTING 41.tgravityaccmeanx 0.936509242941177
23 6.LAYING 41.tgravityaccmeanx -0.391564962777778
23 1.WALKING 41.tgravityaccmeanx 0.939809688644068
23 3.WALKING_DOWNSTAIRS 41.tgravityaccmeanx 0.923711401296296
23 2.WALKING_UPSTAIRS 41.tgravityaccmeanx 0.843438810196078
25 5.STANDING 41.tgravityaccmeanx 0.929794733108108
25 4.SITTING 41.tgravityaccmeanx 0.865686078153846
25 6.LAYING 41.tgravityaccmeanx -0.461102531369863
25 1.WALKING 41.tgravityaccmeanx 0.93748311445946
25 3.WALKING_DOWNSTAIRS 41.tgravityaccmeanx 0.929627532241379
25 2.WALKING_UPSTAIRS 41.tgravityaccmeanx 0.927693239538462
26 5.STANDING 41.tgravityaccmeanx 0.965460891621622
26 4.SITTING 41.tgravityaccmeanx 0.782955611794872
26 6.LAYING 41.tgravityaccmeanx -0.621309715263158
26 1.WALKING 41.tgravityaccmeanx 0.960647754576271
26 3.WALKING_DOWNSTAIRS 41.tgravityaccmeanx 0.9467972718
26 2.WALKING_UPSTAIRS 41.tgravityaccmeanx 0.942095257090909
27 5.STANDING 41.tgravityaccmeanx 0.965351492
27 4.SITTING 41.tgravityaccmeanx 0.839464714
27 6.LAYING 41.tgravityaccmeanx -0.530434604864865
27 1.WALKING 41.tgravityaccmeanx 0.944759287368421
27 3.WALKING_DOWNSTAIRS 41.tgravityaccmeanx 0.931380178636364
27 2.WALKING_UPSTAIRS 41.tgravityaccmeanx 0.868000278627451
28 5.STANDING 41.tgravityaccmeanx 0.948514848481013
28 4.SITTING 41.tgravityaccmeanx 0.907331309166667
28 6.LAYING 41.tgravityaccmeanx -0.490334541875
28 1.WALKING 41.tgravityaccmeanx 0.942930275555556
28 3.WALKING_DOWNSTAIRS 41.tgravityaccmeanx 0.929291680434783
28 2.WALKING_UPSTAIRS 41.tgravityaccmeanx 0.854508231764706
29 5.STANDING 41.tgravityaccmeanx 0.974508732
29 4.SITTING 41.tgravityaccmeanx 0.891563755166667
29 6.LAYING 41.tgravityaccmeanx -0.346789842753623
29 1.WALKING 41.tgravityaccmeanx 0.96237438509434
29 3.WALKING_DOWNSTAIRS 41.tgravityaccmeanx 0.948486215
29 2.WALKING_UPSTAIRS 41.tgravityaccmeanx 0.929258953877551
30 5.STANDING 41.tgravityaccmeanx 0.968556705084746
30 4.SITTING 41.tgravityaccmeanx 0.825473836935484
30 6.LAYING 41.tgravityaccmeanx -0.344737755285714
30 1.WALKING 41.tgravityaccmeanx 0.965217551076923
30 3.WALKING_DOWNSTAIRS 41.tgravityaccmeanx 0.958000491451613
30 2.WALKING_UPSTAIRS 41.tgravityaccmeanx 0.93182983
2 5.STANDING 41.tgravityaccmeanx 0.896928566851852
2 4.SITTING 41.tgravityaccmeanx 0.940477273043478
2 6.LAYING 41.tgravityaccmeanx -0.509754238125
2 1.WALKING 41.tgravityaccmeanx 0.91301733338983
2 3.WALKING_DOWNSTAIRS 41.tgravityaccmeanx 0.861831345531915
2 2.WALKING_UPSTAIRS 41.tgravityaccmeanx 0.790717418541667
4 5.STANDING 41.tgravityaccmeanx 0.95619779125
4 4.SITTING 41.tgravityaccmeanx 0.8693030064
4 6.LAYING 41.tgravityaccmeanx -0.420664662222222
4 1.WALKING 41.tgravityaccmeanx 0.963999696833333
4 3.WALKING_DOWNSTAIRS 41.tgravityaccmeanx 0.947731858666667
4 2.WALKING_UPSTAIRS 41.tgravityaccmeanx 0.946264314423077
9 5.STANDING 41.tgravityaccmeanx 0.961323502222222
9 4.SITTING 41.tgravityaccmeanx 0.9163245106
9 6.LAYING 41.tgravityaccmeanx -0.5802528348
9 1.WALKING 41.tgravityaccmeanx 0.951867079615385
9 3.WALKING_DOWNSTAIRS 41.tgravityaccmeanx 0.938417773333333
9 2.WALKING_UPSTAIRS 41.tgravityaccmeanx 0.902647777755102
10 5.STANDING 41.tgravityaccmeanx 0.954008785454545
10 4.SITTING 41.tgravityaccmeanx 0.791887198148148
10 6.LAYING 41.tgravityaccmeanx -0.453069737586207
10 1.WALKING 41.tgravityaccmeanx 0.963092149811321
10 3.WALKING_DOWNSTAIRS 41.tgravityaccmeanx 0.939807421052632
10 2.WALKING_UPSTAIRS 41.tgravityaccmeanx 0.931861027446808
12 5.STANDING 41.tgravityaccmeanx 0.957317821803279
12 4.SITTING 41.tgravityaccmeanx 0.926228975490196
12 6.LAYING 41.tgravityaccmeanx -0.3785920653
12 1.WALKING 41.tgravityaccmeanx 0.9668735148
12 3.WALKING_DOWNSTAIRS 41.tgravityaccmeanx 0.949861980652174
12 2.WALKING_UPSTAIRS 41.tgravityaccmeanx 0.938371473269231
13 5.STANDING 41.tgravityaccmeanx 0.942695296842105
13 4.SITTING 41.tgravityaccmeanx 0.92557651244898
13 6.LAYING 41.tgravityaccmeanx -0.156852206467742
13 1.WALKING 41.tgravityaccmeanx 0.910855709298246
13 3.WALKING_DOWNSTAIRS 41.tgravityaccmeanx 0.941875619787234
13 2.WALKING_UPSTAIRS 41.tgravityaccmeanx 0.847634313454545
18 5.STANDING 41.tgravityaccmeanx 0.947573239863014
18 4.SITTING 41.tgravityaccmeanx 0.909816469298246
18 6.LAYING 41.tgravityaccmeanx -0.220600509076923
18 1.WALKING 41.tgravityaccmeanx 0.92386524875
18 3.WALKING_DOWNSTAIRS 41.tgravityaccmeanx 0.932277478363636
18 2.WALKING_UPSTAIRS 41.tgravityaccmeanx 0.883330258448276
20 5.STANDING 41.tgravityaccmeanx 0.911231752465753
20 4.SITTING 41.tgravityaccmeanx 0.924454522424242
20 6.LAYING 41.tgravityaccmeanx -0.472431415573529
20 1.WALKING 41.tgravityaccmeanx 0.899965205686275
20 3.WALKING_DOWNSTAIRS 41.tgravityaccmeanx 0.91972663
20 2.WALKING_UPSTAIRS 41.tgravityaccmeanx 0.777095717058824
24 5.STANDING 41.tgravityaccmeanx 0.96644228
24 4.SITTING 41.tgravityaccmeanx 0.919637604411765
24 6.LAYING 41.tgravityaccmeanx -0.359292534027778
24 1.WALKING 41.tgravityaccmeanx 0.95970108137931
24 3.WALKING_DOWNSTAIRS 41.tgravityaccmeanx 0.950883416727273
24 2.WALKING_UPSTAIRS 41.tgravityaccmeanx 0.906369500508475
1 5.STANDING 42.tgravityaccmeany -0.272983832264151
1 4.SITTING 42.tgravityaccmeany 0.204411592680851
1 6.LAYING 42.tgravityaccmeany 0.70554977346
1 1.WALKING 42.tgravityaccmeany -0.282165021263158
1 3.WALKING_DOWNSTAIRS 42.tgravityaccmeany -0.266610338979592
1 2.WALKING_UPSTAIRS 42.tgravityaccmeany -0.362153364339623
3 5.STANDING 42.tgravityaccmeany -0.301735130327869
3 4.SITTING 42.tgravityaccmeany 0.127303379245962
3 6.LAYING 42.tgravityaccmeany 0.837032099677419
3 1.WALKING 42.tgravityaccmeany -0.261986357931034
3 3.WALKING_DOWNSTAIRS 42.tgravityaccmeany -0.228829214285714
3 2.WALKING_UPSTAIRS 42.tgravityaccmeany -0.382851153728814
5 5.STANDING 42.tgravityaccmeany -0.03871012665
5 4.SITTING 42.tgravityaccmeany 0.168445524
5 6.LAYING 42.tgravityaccmeany 0.954890346153846
5 1.WALKING 42.tgravityaccmeany -0.100440285303571
5 3.WALKING_DOWNSTAIRS 42.tgravityaccmeany -0.0607578318319149
5 2.WALKING_UPSTAIRS 42.tgravityaccmeany -0.265942569148936
6 5.STANDING 42.tgravityaccmeany -0.230251036140351
6 4.SITTING 42.tgravityaccmeany 0.0682628663363636
6 6.LAYING 42.tgravityaccmeany 0.956593814210526
6 1.WALKING 42.tgravityaccmeany -0.214694852280702
6 3.WALKING_DOWNSTAIRS 42.tgravityaccmeany -0.214046334375
6 2.WALKING_UPSTAIRS 42.tgravityaccmeany -0.340732608823529
7 5.STANDING 42.tgravityaccmeany -0.117607048924528
7 4.SITTING 42.tgravityaccmeany 0.00608846646041667
7 6.LAYING 42.tgravityaccmeany 0.393444278076923
7 1.WALKING 42.tgravityaccmeany -0.159097003684211
7 3.WALKING_DOWNSTAIRS 42.tgravityaccmeany -0.12987167306383
7 2.WALKING_UPSTAIRS 42.tgravityaccmeany -0.240950944117647
8 5.STANDING 42.tgravityaccmeany -0.0904603488214815
8 4.SITTING 42.tgravityaccmeany 0.240095117065217
8 6.LAYING 42.tgravityaccmeany 0.589922434814815
8 1.WALKING 42.tgravityaccmeany -0.217102194583333
8 3.WALKING_DOWNSTAIRS 42.tgravityaccmeany -0.187610243421053
8 2.WALKING_UPSTAIRS 42.tgravityaccmeany -0.291341491707317
11 5.STANDING 42.tgravityaccmeany -0.173082704680851
11 4.SITTING 42.tgravityaccmeany 0.213716305739623
11 6.LAYING 42.tgravityaccmeany 0.943017941403509
11 1.WALKING 42.tgravityaccmeany -0.212045870169492
11 3.WALKING_DOWNSTAIRS 42.tgravityaccmeany -0.200321942608696
11 2.WALKING_UPSTAIRS 42.tgravityaccmeany -0.343576924814815
14 5.STANDING 42.tgravityaccmeany -0.226692231166667
14 4.SITTING 42.tgravityaccmeany -0.0364533962277778
14 6.LAYING 42.tgravityaccmeany 0.48539692745098
14 1.WALKING 42.tgravityaccmeany -0.270314822881356
14 3.WALKING_DOWNSTAIRS 42.tgravityaccmeany -0.264254674666667
14 2.WALKING_UPSTAIRS 42.tgravityaccmeany -0.322680364814815
15 5.STANDING 42.tgravityaccmeany -0.164713175490566
15 4.SITTING 42.tgravityaccmeany 0.210849305016949
15 6.LAYING 42.tgravityaccmeany 0.899242553055556
15 1.WALKING 42.tgravityaccmeany -0.233918282592593
15 3.WALKING_DOWNSTAIRS 42.tgravityaccmeany -0.167462317142857
15 2.WALKING_UPSTAIRS 42.tgravityaccmeany -0.3149610125
16 5.STANDING 42.tgravityaccmeany -0.0578867045
16 4.SITTING 42.tgravityaccmeany -0.086588253942029
16 6.LAYING 42.tgravityaccmeany -0.0199270225714286
16 1.WALKING 42.tgravityaccmeany -0.0668246472745098
16 3.WALKING_DOWNSTAIRS 42.tgravityaccmeany -0.0584832676382979
16 2.WALKING_UPSTAIRS 42.tgravityaccmeany -0.0805926025490196
17 5.STANDING 42.tgravityaccmeany -0.257486817948718
17 4.SITTING 42.tgravityaccmeany -0.002814673171875
17 6.LAYING 42.tgravityaccmeany 0.658792072253521
17 1.WALKING 42.tgravityaccmeany -0.179927382704918
17 3.WALKING_DOWNSTAIRS 42.tgravityaccmeany -0.151077057652174
17 2.WALKING_UPSTAIRS 42.tgravityaccmeany -0.284153753333333
19 5.STANDING 42.tgravityaccmeany -0.223897807808219
19 4.SITTING 42.tgravityaccmeany 0.360343534657534
19 6.LAYING 42.tgravityaccmeany 0.725646622771084
19 1.WALKING 42.tgravityaccmeany -0.2233381
19 3.WALKING_DOWNSTAIRS 42.tgravityaccmeany -0.215018042307692
19 2.WALKING_UPSTAIRS 42.tgravityaccmeany -0.3871007085
21 5.STANDING 42.tgravityaccmeany -0.346155558876404
21 4.SITTING 42.tgravityaccmeany 0.0215206708823529
21 6.LAYING 42.tgravityaccmeany 0.599992678
21 1.WALKING 42.tgravityaccmeany -0.370984549423077
21 3.WALKING_DOWNSTAIRS 42.tgravityaccmeany -0.356673289555556
21 2.WALKING_UPSTAIRS 42.tgravityaccmeany -0.432309617446808
22 5.STANDING 42.tgravityaccmeany -0.226418773650794
22 4.SITTING 42.tgravityaccmeany 0.208553884
22 6.LAYING 42.tgravityaccmeany 0.632484075694444
22 1.WALKING 42.tgravityaccmeany -0.259644937173913
22 3.WALKING_DOWNSTAIRS 42.tgravityaccmeany -0.222215179444444
22 2.WALKING_UPSTAIRS 42.tgravityaccmeany -0.33682691
23 5.STANDING 42.tgravityaccmeany -0.117401359697059
23 4.SITTING 42.tgravityaccmeany 0.1217510625
23 6.LAYING 42.tgravityaccmeany 0.438434067361111
23 1.WALKING 42.tgravityaccmeany -0.16176137
23 3.WALKING_DOWNSTAIRS 42.tgravityaccmeany -0.110028841648148
23 2.WALKING_UPSTAIRS 42.tgravityaccmeany -0.214481808235294
25 5.STANDING 42.tgravityaccmeany -0.159316786486486
25 4.SITTING 42.tgravityaccmeany 0.208287142261538
25 6.LAYING 42.tgravityaccmeany 0.620658919917808
25 1.WALKING 42.tgravityaccmeany -0.127315870743243
25 3.WALKING_DOWNSTAIRS 42.tgravityaccmeany -0.0724270175862069
25 2.WALKING_UPSTAIRS 42.tgravityaccmeany -0.217641282461538
26 5.STANDING 42.tgravityaccmeany -0.140315421824324
26 4.SITTING 42.tgravityaccmeany 0.223105562025641
26 6.LAYING 42.tgravityaccmeany 0.803015011578947
26 1.WALKING 42.tgravityaccmeany -0.133922185084746
26 3.WALKING_DOWNSTAIRS 42.tgravityaccmeany -0.0799003729
26 2.WALKING_UPSTAIRS 42.tgravityaccmeany -0.246169656181818
27 5.STANDING 42.tgravityaccmeany -0.188504847375
27 4.SITTING 42.tgravityaccmeany 0.212947021371429
27 6.LAYING 42.tgravityaccmeany 0.567879494054054
27 1.WALKING 42.tgravityaccmeany -0.187497034561404
27 3.WALKING_DOWNSTAIRS 42.tgravityaccmeany -0.166938774772727
27 2.WALKING_UPSTAIRS 42.tgravityaccmeany -0.229278659607843
28 5.STANDING 42.tgravityaccmeany -0.247656166582278
28 4.SITTING 42.tgravityaccmeany -0.112596728361111
28 6.LAYING 42.tgravityaccmeany 0.1440732745
28 1.WALKING 42.tgravityaccmeany -0.229316151481481
28 3.WALKING_DOWNSTAIRS 42.tgravityaccmeany -0.235897105217391
28 2.WALKING_UPSTAIRS 42.tgravityaccmeany -0.333223996666667
29 5.STANDING 42.tgravityaccmeany -0.05848715356
29 4.SITTING 42.tgravityaccmeany 0.1556594569
29 6.LAYING 42.tgravityaccmeany 0.807535373478261
29 1.WALKING 42.tgravityaccmeany -0.127318078679245
29 3.WALKING_DOWNSTAIRS 42.tgravityaccmeany -0.0760962952291667
29 2.WALKING_UPSTAIRS 42.tgravityaccmeany -0.227120125306122
30 5.STANDING 42.tgravityaccmeany -0.100296804186441
30 4.SITTING 42.tgravityaccmeany 0.114588392624871
30 6.LAYING 42.tgravityaccmeany 0.732661247714286
30 1.WALKING 42.tgravityaccmeany -0.157673823846154
30 3.WALKING_DOWNSTAIRS 42.tgravityaccmeany -0.126710371903226
30 2.WALKING_UPSTAIRS 42.tgravityaccmeany -0.226647292153846
2 5.STANDING 42.tgravityaccmeany -0.370062696851852
2 4.SITTING 42.tgravityaccmeany -0.105630024498783
2 6.LAYING 42.tgravityaccmeany 0.752536639375
2 1.WALKING 42.tgravityaccmeany -0.34660709
2 3.WALKING_DOWNSTAIRS 42.tgravityaccmeany -0.325780100638298
2 2.WALKING_UPSTAIRS 42.tgravityaccmeany -0.416214890416667
4 5.STANDING 42.tgravityaccmeany -0.0759009061071429
4 4.SITTING 42.tgravityaccmeany 0.211622539936894
4 6.LAYING 42.tgravityaccmeany 0.915165104259259
4 1.WALKING 42.tgravityaccmeany -0.0858540265666667
4 3.WALKING_DOWNSTAIRS 42.tgravityaccmeany -0.0620852772955556
4 2.WALKING_UPSTAIRS 42.tgravityaccmeany -0.232944304615385
9 5.STANDING 42.tgravityaccmeany -0.010383816474
9 4.SITTING 42.tgravityaccmeany -0.0414258228938
9 6.LAYING 42.tgravityaccmeany -0.1191541962
9 1.WALKING 42.tgravityaccmeany -0.0314341738730769
9 3.WALKING_DOWNSTAIRS 42.tgravityaccmeany -0.0352304645104762
9 2.WALKING_UPSTAIRS 42.tgravityaccmeany -0.0377947824285714
10 5.STANDING 42.tgravityaccmeany -0.0431597830454545
10 4.SITTING 42.tgravityaccmeany -0.041260775
10 6.LAYING 42.tgravityaccmeany -0.139297681034483
10 1.WALKING 42.tgravityaccmeany -0.0838277013962264
10 3.WALKING_DOWNSTAIRS 42.tgravityaccmeany -0.0646160768947368
10 2.WALKING_UPSTAIRS 42.tgravityaccmeany -0.0565670278723404
12 5.STANDING 42.tgravityaccmeany -0.21886535557377
12 4.SITTING 42.tgravityaccmeany 0.0830509010823529
12 6.LAYING 42.tgravityaccmeany 0.8033788345
12 1.WALKING 42.tgravityaccmeany -0.1559834498
12 3.WALKING_DOWNSTAIRS 42.tgravityaccmeany -0.178702175434783
12 2.WALKING_UPSTAIRS 42.tgravityaccmeany -0.259144202692308
13 5.STANDING 42.tgravityaccmeany -0.239943146315789
13 4.SITTING 42.tgravityaccmeany 0.101769752489796
13 6.LAYING 42.tgravityaccmeany 0.656400944354839
13 1.WALKING 42.tgravityaccmeany -0.283658580877193
13 3.WALKING_DOWNSTAIRS 42.tgravityaccmeany -0.211555112553192
13 2.WALKING_UPSTAIRS 42.tgravityaccmeany -0.357404501636364
18 5.STANDING 42.tgravityaccmeany -0.204206320958904
18 4.SITTING 42.tgravityaccmeany 0.12988647622807
18 6.LAYING 42.tgravityaccmeany 0.719755403692308
18 1.WALKING 42.tgravityaccmeany -0.254317085892857
18 3.WALKING_DOWNSTAIRS 42.tgravityaccmeany -0.225809125454545
18 2.WALKING_UPSTAIRS 42.tgravityaccmeany -0.316619946206897
20 5.STANDING 42.tgravityaccmeany -0.305938716712329
20 4.SITTING 42.tgravityaccmeany 0.0733385412878788
20 6.LAYING 42.tgravityaccmeany 0.864882956617647
20 1.WALKING 42.tgravityaccmeany -0.344443913137255
20 3.WALKING_DOWNSTAIRS 42.tgravityaccmeany -0.277419718666667
20 2.WALKING_UPSTAIRS 42.tgravityaccmeany -0.479894842941176
24 5.STANDING 42.tgravityaccmeany -0.145201300942029
24 4.SITTING 42.tgravityaccmeany 0.182254651955882
24 6.LAYING 42.tgravityaccmeany 0.738430699305555
24 1.WALKING 42.tgravityaccmeany -0.115116241810345
24 3.WALKING_DOWNSTAIRS 42.tgravityaccmeany -0.128326710927273
24 2.WALKING_UPSTAIRS 42.tgravityaccmeany -0.237498409152542
1 5.STANDING 43.tgravityaccmeanz 0.0134905823226415
1 4.SITTING 43.tgravityaccmeanz 0.332043702765957
1 6.LAYING 43.tgravityaccmeanz 0.4458177198
1 1.WALKING 43.tgravityaccmeanz -0.068102864
1 3.WALKING_DOWNSTAIRS 43.tgravityaccmeanz -0.0621199585938776
1 2.WALKING_UPSTAIRS 43.tgravityaccmeanz -0.075402939754717
3 5.STANDING 43.tgravityaccmeanz 0.024763106752459
3 4.SITTING 43.tgravityaccmeanz 0.139020582461538
3 6.LAYING 43.tgravityaccmeanz 0.48870318516129
3 1.WALKING 43.tgravityaccmeanz -0.138107866258621
3 3.WALKING_DOWNSTAIRS 43.tgravityaccmeanz -0.102352758040816
3 2.WALKING_UPSTAIRS 43.tgravityaccmeanz -0.162943955254237
5 5.STANDING 43.tgravityaccmeanz 0.138638436607143
5 4.SITTING 43.tgravityaccmeanz 0.143006857611364
5 6.LAYING 43.tgravityaccmeanz 0.263644691923077
5 1.WALKING 43.tgravityaccmeanz 0.00247623628392857
5 3.WALKING_DOWNSTAIRS 43.tgravityaccmeanz 0.0216777910246191
5 2.WALKING_UPSTAIRS 43.tgravityaccmeanz -0.0232035364248936
6 5.STANDING 43.tgravityaccmeanz 0.0139193473596491
6 4.SITTING 43.tgravityaccmeanz 0.0695219657167273
6 6.LAYING 43.tgravityaccmeanz 0.175867709021053
6 1.WALKING 43.tgravityaccmeanz 0.0331888826842105
6 3.WALKING_DOWNSTAIRS 43.tgravityaccmeanz -0.00307981704708333
6 2.WALKING_UPSTAIRS 43.tgravityaccmeanz -0.0184608964392157
7 5.STANDING 43.tgravityaccmeanz -0.0516573721320755
7 4.SITTING 43.tgravityaccmeanz 0.0649636250354167
7 6.LAYING 43.tgravityaccmeanz 0.907537823461538
7 1.WALKING 43.tgravityaccmeanz -0.160846924029807
7 3.WALKING_DOWNSTAIRS 43.tgravityaccmeanz -0.154935538544681
7 2.WALKING_UPSTAIRS 43.tgravityaccmeanz -0.403599709607843
8 5.STANDING 43.tgravityaccmeanz -0.0979392024814815
8 4.SITTING 43.tgravityaccmeanz 0.263895185521739
8 6.LAYING 43.tgravityaccmeanz 0.719831539259259
8 1.WALKING 43.tgravityaccmeanz -0.186267836962021
8 3.WALKING_DOWNSTAIRS 43.tgravityaccmeanz -0.141817934963684
8 2.WALKING_UPSTAIRS 43.tgravityaccmeanz -0.192306960631707
11 5.STANDING 43.tgravityaccmeanz 0.127198423404255
11 4.SITTING 43.tgravityaccmeanz 0.188531695981132
11 6.LAYING 43.tgravityaccmeanz 0.112620189964912
11 1.WALKING 43.tgravityaccmeanz 0.134053215101695
11 3.WALKING_DOWNSTAIRS 43.tgravityaccmeanz 0.132371684891304
11 2.WALKING_UPSTAIRS 43.tgravityaccmeanz 0.146633747092593
14 5.STANDING 43.tgravityaccmeanz -0.338174888666667
14 4.SITTING 43.tgravityaccmeanz -0.0945970534814815
14 6.LAYING 43.tgravityaccmeanz 0.83656291
14 1.WALKING 43.tgravityaccmeanz -0.422495268474576
14 3.WALKING_DOWNSTAIRS 43.tgravityaccmeanz -0.392555882222222
14 2.WALKING_UPSTAIRS 43.tgravityaccmeanz -0.49508872037037
15 5.STANDING 43.tgravityaccmeanz 0.0645975994528302
15 4.SITTING 43.tgravityaccmeanz 0.00281565980440678
15 6.LAYING 43.tgravityaccmeanz -0.0369192905555556
15 1.WALKING 43.tgravityaccmeanz 0.0757356734814815
15 3.WALKING_DOWNSTAIRS 43.tgravityaccmeanz 0.0788822410992857
15 2.WALKING_UPSTAIRS 43.tgravityaccmeanz 0.0811803405
16 5.STANDING 43.tgravityaccmeanz -0.166737468166667
16 4.SITTING 43.tgravityaccmeanz 0.0892682200463768
16 6.LAYING 43.tgravityaccmeanz 0.893884468571429
16 1.WALKING 43.tgravityaccmeanz -0.217351194313725
16 3.WALKING_DOWNSTAIRS 43.tgravityaccmeanz -0.225382496382979
16 2.WALKING_UPSTAIRS 43.tgravityaccmeanz -0.379059698039216
17 5.STANDING 43.tgravityaccmeanz -0.202687757012821
17 4.SITTING 43.tgravityaccmeanz -0.135803881679687
17 6.LAYING 43.tgravityaccmeanz 0.722657502112676
17 1.WALKING 43.tgravityaccmeanz -0.190265949622951
17 3.WALKING_DOWNSTAIRS 43.tgravityaccmeanz -0.160962985956522
17 2.WALKING_UPSTAIRS 43.tgravityaccmeanz -0.298171464166667
19 5.STANDING 43.tgravityaccmeanz 0.130643717849315
19 4.SITTING 43.tgravityaccmeanz 0.489126594657534
19 6.LAYING 43.tgravityaccmeanz 0.68762385253012
19 1.WALKING 43.tgravityaccmeanz -0.0898428797307692
19 3.WALKING_DOWNSTAIRS 43.tgravityaccmeanz -0.126146868942821
19 2.WALKING_UPSTAIRS 43.tgravityaccmeanz -0.2210087627
21 5.STANDING 43.tgravityaccmeanz -0.207685689775281
21 4.SITTING 43.tgravityaccmeanz -0.0567766060705882
21 6.LAYING 43.tgravityaccmeanz 0.788251027111111
21 1.WALKING 43.tgravityaccmeanz -0.220947960192308
21 3.WALKING_DOWNSTAIRS 43.tgravityaccmeanz -0.187870253333333
21 2.WALKING_UPSTAIRS 43.tgravityaccmeanz -0.309735038510638
22 5.STANDING 43.tgravityaccmeanz 0.0323824977714286
22 4.SITTING 43.tgravityaccmeanz 0.315551492322581
22 6.LAYING 43.tgravityaccmeanz 0.771903907083333
22 1.WALKING 43.tgravityaccmeanz 0.0233780056086957
22 3.WALKING_DOWNSTAIRS 43.tgravityaccmeanz 0.0412987957222222
22 2.WALKING_UPSTAIRS 43.tgravityaccmeanz -0.0957978990316667
23 5.STANDING 43.tgravityaccmeanz -0.223631180906765
23 4.SITTING 43.tgravityaccmeanz 0.0630111556279412
23 6.LAYING 43.tgravityaccmeanz 0.918782825277778
23 1.WALKING 43.tgravityaccmeanz -0.160763360338983
23 3.WALKING_DOWNSTAIRS 43.tgravityaccmeanz -0.153671532259259
23 2.WALKING_UPSTAIRS 43.tgravityaccmeanz -0.35593445
25 5.STANDING 43.tgravityaccmeanz 0.201182106486486
25 4.SITTING 43.tgravityaccmeanz 0.167140956385077
25 6.LAYING 43.tgravityaccmeanz 0.526353818315069
25 1.WALKING 43.tgravityaccmeanz 0.188416273486486
25 3.WALKING_DOWNSTAIRS 43.tgravityaccmeanz 0.21879595837931
25 2.WALKING_UPSTAIRS 43.tgravityaccmeanz 0.108230986684615
26 5.STANDING 43.tgravityaccmeanz 0.0884142682297297
26 4.SITTING 43.tgravityaccmeanz 0.314387627435897
